image,title,year,rating,description,genres
3418.jpg,Hell,2007.0,7.2,"2057 year. The sun is dying and humanity faces the prospect of extinction. The last hope of the planet Earth is connected with ""Icarus 2"" - a spaceship, the crew of which consists of eight men and women led by Captain Kaneda. Their mission is to deliver a nuclear charge, with the help of which it is supposed to re-ignite the extinguished Sun. The film ""Hell"" (2007) will be enjoyed by all fans of thrillers and science fiction in Ukrainian live.","['adventure', 'thriller']"
3419.jpg,Death suits her,1992.0,6.7,"Elixir of eternal youth! How many women dream of him! Both Broadway star Madeline Ashton and Helen Sharp dreamed of him, from whom this treacherous Madeline repelled her fiance Ernest Manville, a brilliant doctor specializing in plastic surgery. The film ""Death to Her"" (1992) will be enjoyed by all fans of horror and fantasy films in Ukrainian.","['comedy', 'fantasy', 'horror']"
3420.jpg,Prophet,2007.0,6.2,"Chris Johnson has a secret that poisons his life: he can predict the near future. Tired of the endless attention of the government and medical centers that are trying to unravel the nature of his strange abilities, Chris falls to the bottom.",['thriller']
3421.jpg,Death race,2008.0,6.4,"The plot of the first part of the tape revolves around a three-time winner of car races - a man named Jensen Ames. He participates in races and thereby becomes recognizable among fans and fans of this sport. One day he comes home and witnesses the terrible murder of his wife. The movie ""Death Race"" (2008) will be enjoyed by all fans of thrillers and fantasy.",['thriller']
3422.jpg,The day the earth stood still,2008.0,5.5,"The threat of total destruction loomed over humanity again. The whole point is that a mysterious alien appeared on Earth. Its purpose is not at all to destroy the planet, but on the contrary to warn people from an imminent disaster. He said one day in public that it is necessary to stop wars and mass riots. The film ""The Day the Earth Stood Still"" (2008) will be enjoyed by all fans of thrillers and science fiction.","['drama', 'thriller']"
3423.jpg,Deadly battle,1995.0,5.8,"In the first part, Shang Tsung many centuries ago managed to break out of parallel space and took over a large tournament among fearless warriors. In a deadly battle with the forces of darkness, three brave heroes must fight for the sake of saving human civilization. The movie ""Deadly Battle"" (1995) will be enjoyed by all fans of thrillers and fantasy.","['adventure', 'fantasy', 'thriller']"
3424.jpg,Death suits her,1992.0,6.7,"Elixir of eternal youth! How many women dream of him! Both Broadway star Madeline Ashton and Helen Sharp dreamed of him, from whom this treacherous Madeline repelled her fiance Ernest Manville, a brilliant doctor specializing in plastic surgery. The film ""Death to Her"" (1992) will be enjoyed by all fans of horror and fantasy films in Ukrainian.","['comedy', 'fantasy', 'horror']"
3425.jpg,It's a dog's business,2017.0,5.3,"Steve Ford works as a private detective in Los Angeles. He does not have so many serious affairs as difficult life circumstances. Along with solving crimes, he has to hide from two Samoan boys, a loan shark, run from mercenaries of the criminal authority and other representatives of the gangster world. All fans of thrillers and detectives will like watching the movie ""His Dog's Business"" (2017) live in Ukrainian.","['comedy', 'detective', 'thriller']"
3426.jpg,Midnight man,2016.0,4.8,"One day, Alex comes to visit his grandmother. Here he has fun, rests and does not deny himself anything. One day, the hero of the film, together with his faithful friends, decides to clean up the old things in the attic. The film ""Midnight Man"" (2016) will be enjoyed by all fans of horror films in Ukrainian.",['horror']
3427.jpg,Sex Trip,2017.0,4.4,"Eddie Greenleaf lives carefree and does not deny himself anything. In his opinion, life was successful. The hero of ""Sex-trip"" earns decent money. In this he is helped by an innate talent for seducing beautiful girls. Satisfying his passion, the hero also writes books and gives lectures on the art of conquering the weaker sex. At the same time, the guy is a complete egoist. The movie ""Sex-Trip"" (2017) will be enjoyed by all fans of comedies and fantasy.","['comedy', 'fantasy']"
3428.jpg,Operation Elephant,1995.0,5.2,"The military has an unusual task: it is necessary to secretly deliver four tons of tricks and fun the size of an elephant! An experienced army captain and a steadfast officer must make the biggest military maneuver in the history of the army - to secretly deliver an adult elephant to a distant and practically inaccessible village in the jungle. The movie ""Operation Elephant"" (1995) will be enjoyed by all fans of comedy adventure films in Ukrainian.","['adventure', 'comedy', 'drama', 'family', 'war']"
3429.jpg,Godzilla,2014.0,6.4,"The first part of the film begins with the fact that not far from the Philippines, Dr. Ishiro Serizawa and his colleagues find the skeleton of the unknown prehistoric lizard Godzilla. In the cave they also found a huge hole and giant footprints leading to the sea. Meanwhile, engineer Joe Brody and his wife go to Tokyo to the nuclear power plant area. All fans of adventure thrillers will enjoy watching the movie ""Godzilla"" (2014) live in Ukrainian.","['adventure', 'drama', 'thriller']"
3430.jpg,Need for Speed: Lust for speed,2014.0,6.4,"The story of Toby Marshall, a brilliant car mechanic whose only outlet is participation in underground races. In order to save the family workshop, the main character is forced to partner with the rich and arrogant former IndyCar driver Dino Brewster. The film ""Need for Speed"" (2014) will be enjoyed by all fans of crime films.","['crime', 'drama', 'thriller']"
3431.jpg,"Two mothers, two daughters",2017.0,5.9,"This amazing dramatic story happened in Luxembourg. According to the plot, Catherine returns to this small European country after a ten-year absence. The woman came to see her teenage daughter, whose name is Alba. All these ten years, the girl grew up under the sensitive supervision of a domineering grandmother named Elizabeth. The film ""Two Mothers, Two Daughters"" (2017) will be enjoyed by all fans of dramatic films and thrillers in Ukrainian live.",['drama']
3432.jpg,Black butterfly,2017.0,6.1,"The writer Paul, who has a crisis of creativity: his book was rejected, and new thoughts do not come to mind. The hero of the film loses interest in life due to hopelessness, settles in a remote forest house, sticks to the bottle and rarely goes out into society. The film ""Black Butterfly"" (2008) will be enjoyed by all fans of detective films in Ukrainian.","['detective', 'thriller']"
3433.jpg,Overdrive,2017.0,5.4,"The main characters are the Forster stepbrothers, who are engaged in a very illegal business - stealing cars. The heroes plan to turn their next case in the south of France, so that after stealing a cool car, they can have a good rest. But the Forster brothers had no idea who they would have to deal with... All fans of detective thrillers will enjoy watching the movie ""Overdrive"" (2017) live in Ukrainian.","['detective', 'thriller']"
3434.jpg,Exodus: Gods and Kings,2014.0,6.0,"Prophet Moses, at the behest of God, does everything possible to save his Jewish people from a slave existence. The pharaoh ruling at that time in Ancient Egypt gave an order to destroy all born Jewish boys. It is difficult to escape from the pharaoh's loyal soldiers, but Moses' mother finds a way out of the situation. The movie ""Exodus: Gods and Kings"" (2014) will be enjoyed by all fans of adventure films.","['adventure', 'drama']"
3435.jpg,The maestro of lies,2017.0,6.8,"It is difficult to call Madoff a trickster and a fraud, because he created and implemented an effective financial scheme that made him quite rich. The film ""Maestro of Lies"" (2017) will be enjoyed by all fans of historical thrillers.","['biography', 'crime', 'drama', 'historical', 'thriller']"
3436.jpg,See you up there,2017.0,7.4,"The events of this film take place during the First World War. It is 1918. A French commander named Henri tries to profit from a senseless massacre that he specifically initiated. The film ""See You Up There"" (2017) will be enjoyed by all fans of war dramas in Ukrainian.","['comedy', 'crime', 'drama', 'war']"
